"TIME","GEO","VEHICLE","UNIT","Value","Flag and Footnotes"
"2001","Slovakia","Passenger cars","Number","1,292,900",""
"2001","Slovakia","Passenger cars","Per thousand inhabitants","240",""
"2001","Slovakia","Motor coaches, buses and trolley buses","Number","10,600",""
"2001","Slovakia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2001","Slovakia","Special vehicles","Number","36,100",""
"2001","Slovakia","Special vehicles","Per thousand inhabitants",":",""
"2001","Finland","All vehicles (except trailers and motorcycles)","Number",":",""
"2001","Finland","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2001","Finland","Total utility vehicles","Number",":",""
"2001","Finland","Total utility vehicles","Per thousand inhabitants",":",""
"2001","Finland","Lorries","Number","312,560",""
"2001","Finland","Lorries","Per thousand inhabitants",":",""
"2001","Finland","Road tractors","Number",":",""
"2001","Finland","Road tractors","Per thousand inhabitants",":",""
"2001","Finland","Trailers and semi-trailers","Number","16,230",""
"2001","Finland","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2001","Finland","Motorcycles","Number","102,810",""
"2001","Finland","Motorcycles","Per thousand inhabitants",":",""
"2001","Finland","Passenger cars","Number","2,160,600",""
"2001","Finland","Passenger cars","Per thousand inhabitants","416",""
"2001","Finland","Motor coaches, buses and trolley buses","Number","9,770",""
"2001","Finland","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2001","Finland","Special vehicles","Number","16,230",""
"2001","Finland","Special vehicles","Per thousand inhabitants",":",""
"2001","Sweden","All vehicles (except trailers and motorcycles)","Number","4,428,300",""
"2001","Sweden","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2001","Sweden","Total utility vehicles","Number","395,600",""
"2001","Sweden","Total utility vehicles","Per thousand inhabitants",":",""
"2001","Sweden","Lorries","Number","340,600",""
"2001","Sweden","Lorries","Per thousand inhabitants",":",""
"2001","Sweden","Road tractors","Number","6,600",""
"2001","Sweden","Road tractors","Per thousand inhabitants",":",""
"2001","Sweden","Trailers and semi-trailers","Number","549,200",""
"2001","Sweden","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2001","Sweden","Motorcycles","Number","158,600",""
"2001","Sweden","Motorcycles","Per thousand inhabitants",":",""
"2001","Sweden","Passenger cars","Number","4,018,500",""
"2001","Sweden","Passenger cars","Per thousand inhabitants","451",""
"2001","Sweden","Motor coaches, buses and trolley buses","Number","14,200",""
"2001","Sweden","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2001","Sweden","Special vehicles","Number","48,400",""
"2001","Sweden","Special vehicles","Per thousand inhabitants",":",""
"2001","United Kingdom","All vehicles (except trailers and motorcycles)","Number",":",""
"2001","United Kingdom","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2001","United Kingdom","Total utility vehicles","Number",":",""
"2001","United Kingdom","Total utility vehicles","Per thousand inhabitants",":",""
"2001","United Kingdom","Lorries","Number","2,967,847",""
"2001","United Kingdom","Lorries","Per thousand inhabitants",":",""
"2001","United Kingdom","Road tractors","Number",":",""
"2001","United Kingdom","Road tractors","Per thousand inhabitants",":",""
"2001","United Kingdom","Trailers and semi-trailers","Number",":",""
"2001","United Kingdom","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2001","United Kingdom","Motorcycles","Number","845,942",""
"2001","United Kingdom","Motorcycles","Per thousand inhabitants",":",""
"2001","United Kingdom","Passenger cars","Number","25,354,046",""
"2001","United Kingdom","Passenger cars","Per thousand inhabitants","428",""
"2001","United Kingdom","Motor coaches, buses and trolley buses","Number","174,182",""
"2001","United Kingdom","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2001","United Kingdom","Special vehicles","Number",":",""
"2001","United Kingdom","Special vehicles","Per thousand inhabitants",":",""
"2001","Liechtenstein","All vehicles (except trailers and motorcycles)","Number","26,408",""
"2001","Liechtenstein","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2001","Liechtenstein","Total utility vehicles","Number","3,308",""
"2001","Liechtenstein","Total utility vehicles","Per thousand inhabitants",":",""
"2001","Liechtenstein","Lorries","Number","2,000",""
"2001","Liechtenstein","Lorries","Per thousand inhabitants",":",""
"2001","Liechtenstein","Road tractors","Number","308",""
"2001","Liechtenstein","Road tractors","Per thousand inhabitants",":",""
"2001","Liechtenstein","Trailers and semi-trailers","Number","2,000",""
"2001","Liechtenstein","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2001","Liechtenstein","Motorcycles","Number","2,119",""
"2001","Liechtenstein","Motorcycles","Per thousand inhabitants",":",""
"2001","Liechtenstein","Passenger cars","Number","23,000",""
"2001","Liechtenstein","Passenger cars","Per thousand inhabitants","686",""
"2001","Liechtenstein","Motor coaches, buses and trolley buses","Number","100",""
"2001","Liechtenstein","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2001","Liechtenstein","Special vehicles","Number","1,000",""
"2001","Liechtenstein","Special vehicles","Per thousand inhabitants",":",""
"2001","Norway","All vehicles (except trailers and motorcycles)","Number",":",""
"2001","Norway","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2001","Norway","Total utility vehicles","Number",":",""
"2001","Norway","Total utility vehicles","Per thousand inhabitants",":",""
"2001","Norway","Lorries","Number",":",""
"2001","Norway","Lorries","Per thousand inhabitants",":",""
"2001","Norway","Road tractors","Number",":",""
"2001","Norway","Road tractors","Per thousand inhabitants",":",""
"2001","Norway","Trailers and semi-trailers","Number",":",""
"2001","Norway","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2001","Norway","Motorcycles","Number",":",""
"2001","Norway","Motorcycles","Per thousand inhabitants",":",""
"2001","Norway","Passenger cars","Number",":",""
"2001","Norway","Passenger cars","Per thousand inhabitants",":",""
"2001","Norway","Motor coaches, buses and trolley buses","Number",":",""
"2001","Norway","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2001","Norway","Special vehicles","Number",":",""
"2001","Norway","Special vehicles","Per thousand inhabitants",":",""
"2001","Switzerland","All vehicles (except trailers and motorcycles)","Number","3,949,484",""
"2001","Switzerland","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2001","Switzerland","Total utility vehicles","Number","310,946",""
"2001","Switzerland","Total utility vehicles","Per thousand inhabitants",":",""
"2001","Switzerland","Lorries","Number","276,719",""
"2001","Switzerland","Lorries","Per thousand inhabitants",":",""
"2001","Switzerland","Road tractors","Number","8,527",""
"2001","Switzerland","Road tractors","Per thousand inhabitants",":",""
"2001","Switzerland","Trailers and semi-trailers","Number","162,047",""
"2001","Switzerland","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2001","Switzerland","Motorcycles","Number","404,819",""
"2001","Switzerland","Motorcycles","Per thousand inhabitants",":",""
"2001","Switzerland","Passenger cars","Number","3,629,713",""
"2001","Switzerland","Passenger cars","Per thousand inhabitants","500",""
"2001","Switzerland","Motor coaches, buses and trolley buses","Number","8,825",""
"2001","Switzerland","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2001","Switzerland","Special vehicles","Number","25,700",""
"2001","Switzerland","Special vehicles","Per thousand inhabitants",":",""
"2001","Turkey","All vehicles (except trailers and motorcycles)","Number","6,222,300",""
"2001","Turkey","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2001","Turkey","Total utility vehicles","Number","1,328,800",""
"2001","Turkey","Total utility vehicles","Per thousand inhabitants",":",""
"2001","Turkey","Lorries","Number","1,229,700",""
"2001","Turkey","Lorries","Per thousand inhabitants",":",""
"2001","Turkey","Road tractors","Number","41,600",""
"2001","Turkey","Road tractors","Per thousand inhabitants",":",""
"2001","Turkey","Trailers and semi-trailers","Number","56,500",""
"2001","Turkey","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2001","Turkey","Motorcycles","Number","1,031,200",""
"2001","Turkey","Motorcycles","Per thousand inhabitants",":",""
"2001","Turkey","Passenger cars","Number","4,534,800",""
"2001","Turkey","Passenger cars","Per thousand inhabitants","69",""
"2001","Turkey","Motor coaches, buses and trolley buses","Number","358,700",""
"2001","Turkey","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2001","Turkey","Special vehicles","Number","57,500",""
"2001","Turkey","Special vehicles","Per thousand inhabitants",":",""
"2002","Belgium","All vehicles (except trailers and motorcycles)","Number","5,445,600",""
"2002","Belgium","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2002","Belgium","Total utility vehicles","Number","643,400",""
"2002","Belgium","Total utility vehicles","Per thousand inhabitants",":",""
"2002","Belgium","Lorries","Number","540,600",""
"2002","Belgium","Lorries","Per thousand inhabitants",":",""
"2002","Belgium","Road tractors","Number","46,800",""
"2002","Belgium","Road tractors","Per thousand inhabitants",":",""
"2002","Belgium","Trailers and semi-trailers","Number",":",""
"2002","Belgium","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2002","Belgium","Motorcycles","Number","305,500",""
"2002","Belgium","Motorcycles","Per thousand inhabitants",":",""
"2002","Belgium","Passenger cars","Number","4,787,400",""
"2002","Belgium","Passenger cars","Per thousand inhabitants","462",""
"2002","Belgium","Motor coaches, buses and trolley buses","Number","14,800",""
"2002","Belgium","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2002","Belgium","Special vehicles","Number","56,000",""
"2002","Belgium","Special vehicles","Per thousand inhabitants",":",""
"2002","Bulgaria","All vehicles (except trailers and motorcycles)","Number",":",""
"2002","Bulgaria","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2002","Bulgaria","Total utility vehicles","Number",":",""
"2002","Bulgaria","Total utility vehicles","Per thousand inhabitants",":",""
"2002","Bulgaria","Lorries","Number",":",""
"2002","Bulgaria","Lorries","Per thousand inhabitants",":",""
"2002","Bulgaria","Road tractors","Number",":",""
"2002","Bulgaria","Road tractors","Per thousand inhabitants",":",""
"2002","Bulgaria","Trailers and semi-trailers","Number",":",""
"2002","Bulgaria","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2002","Bulgaria","Motorcycles","Number",":",""
"2002","Bulgaria","Motorcycles","Per thousand inhabitants",":",""
"2002","Bulgaria","Passenger cars","Number",":",""
"2002","Bulgaria","Passenger cars","Per thousand inhabitants",":",""
"2002","Bulgaria","Motor coaches, buses and trolley buses","Number",":",""
"2002","Bulgaria","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2002","Bulgaria","Special vehicles","Number",":",""
"2002","Bulgaria","Special vehicles","Per thousand inhabitants",":",""
"2002","Czechia","All vehicles (except trailers and motorcycles)","Number","4,081,600",""
"2002","Czechia","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2002","Czechia","Total utility vehicles","Number","413,200",""
"2002","Czechia","Total utility vehicles","Per thousand inhabitants",":",""
"2002","Czechia","Lorries","Number","323,400",""
"2002","Czechia","Lorries","Per thousand inhabitants",":",""
"2002","Czechia","Road tractors","Number","26,100",""
"2002","Czechia","Road tractors","Per thousand inhabitants",":",""
"2002","Czechia","Trailers and semi-trailers","Number","155,200",""
"2002","Czechia","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2002","Czechia","Motorcycles","Number","760,200",""
"2002","Czechia","Motorcycles","Per thousand inhabitants",":",""
"2002","Czechia","Passenger cars","Number","3,647,100",""
"2002","Czechia","Passenger cars","Per thousand inhabitants","358",""
"2002","Czechia","Motor coaches, buses and trolley buses","Number","21,300",""
"2002","Czechia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2002","Czechia","Special vehicles","Number","63,700",""
"2002","Czechia","Special vehicles","Per thousand inhabitants",":",""
"2002","Denmark","All vehicles (except trailers and motorcycles)","Number","2,305,400",""
"2002","Denmark","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2002","Denmark","Total utility vehicles","Number","403,100",""
"2002","Denmark","Total utility vehicles","Per thousand inhabitants",":",""
"2002","Denmark","Lorries","Number","389,400",""
"2002","Denmark","Lorries","Per thousand inhabitants",":",""
"2002","Denmark","Road tractors","Number","12,400",""
"2002","Denmark","Road tractors","Per thousand inhabitants",":",""
